geneSet	motif	NES	AUC	TF_highConf	TF_lowConf	nEnrGenes	rankAtMax	enrichedGenes
16	transfac_pro__M12694	3.66	0.134	ZFP14 (directAnnotation). 		57	3502	ADAMTS9;ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;COBLL1;CREM;CTNNA1;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;IRS2;ITPR1;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MYH9;NAMPT;NHS;PARD3B;PCNX1;PHF10;PRKAR2B;PRKG1;RBBP7;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZNF462;ZNF516;ZNF521;ZNF536
16	transfac_pro__M07461	3.61	0.133	KLF1; KLF10; KLF11; KLF12; KLF13; KLF15; KLF16; KLF17; KLF2; KLF3; KLF4; KLF5; KLF6; KLF7; KLF8; KLF9 (directAnnotation). 	SP1 (inferredBy_MotifSimilarity). 	59	3479	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DPP10;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;IRS2;ITPR1;LARP4B;MAN1A1;MAP3K5;MAPK4;MYH9;NFX1;NHS;PACSIN2;PARD3B;PCNX1;PHF10;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;TCEAL9;TCF7L2;TGFBR3;TLE1;TNXB;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF462;ZNF516;ZNF521;ZNF536
16	metacluster_195.1	3.59	0.132	ZNF682 (directAnnotation). 		64	4165	ADAMTS9;ADIPOR2;ANKRD44;ATP1B3;BTBD9;C1orf21;CADPS2;CDK8;CHD1;COBLL1;CREM;CTNNA1;DHCR24;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;HNRNPC;IRS2;ITPR1;LARP4B;LDLR;MAN1A1;MAP3K5;MAPK4;MAST4;NAMPT;NHS;PACSIN2;PAPSS2;PARD3B;PCNX1;PGAP1;PHF10;PRKAR2B;PRKG1;RANBP2;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TRIM24;UVRAG;ZEB2;ZFAND5;ZNF331;ZNF462;ZNF516;ZNF521
16	transfac_pro__M07310	3.59	0.132	SP5 (directAnnotation). 		62	3898	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DHCR24;DLG5;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;IRS2;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MFSD14B;MYH9;NAMPT;NHS;PACSIN2;PAPSS2;PARD3B;PCNX1;PHF10;PLCG2;PRKAR2B;PRKG1;RANBP2;RBBP7;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZNF462;ZNF516;ZNF521;ZNF536
16	transfac_pro__M00716	3.58	0.132	ZBTB14 (directAnnotation). 		61	3135	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;COBLL1;CREM;CTNNA1;DIP2C;DPP10;DUSP16;EPS15;FARP1;FMNL2;FNDC3B;HNRNPC;IRS2;ITPR1;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MTSS1;MYH9;NAMPT;NHS;PACSIN2;PARD3B;PCNX1;PGAP1;PHF10;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF462;ZNF516;ZNF521;ZNF536
16	transfac_pro__M04916	3.58	0.132	TAF1 (directAnnotation). 		69	3784	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DHCR24;DIP2C;DLG5;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;GRK5;IRS2;ITPR1;KDM4B;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MTSS1;MYH9;NAMPT;NHS;PACSIN2;PARD3B;PCNX1;PHF10;PLCG2;PRKAR2B;PRKG1;RANBP2;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF331;ZNF462;ZNF516;ZNF521;ZNF536
16	transfac_pro__M01219	3.57	0.132	SP1 (directAnnotation). SP3 (inferredBy_Orthology). 		71	4887	ADAMTS9;ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;C2CD2;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DHCR24;DLG5;DPP10;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;GALNT2;HNRNPC;IRS2;KDM4B;LARP4B;LDLR;MAN1A1;MAP3K5;MAPK4;MAST4;MFSD14B;MTSS1;MYH9;NAMPT;NHS;PACSIN2;PARD3B;PCNX1;PGAP1;PHF10;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCEAL9;TCF7L2;TGFBR3;TLE1;TRIM24;UVRAG;ZEB2;ZFAND5;ZHX2;ZNF462;ZNF516;ZNF521;ZNF536
16	kznf__ZNF383_Imbeault2017_OM_RCADE	3.56	0.131	ZNF383 (directAnnotation). 		57	3479	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;COBLL1;CREM;DHCR24;DIP2C;DLG5;DPP10;DST;DUSP16;EPS15;FARP1;FMNL2;FNDC3B;GALNT2;IRS2;LARP4B;MAN1A1;MAPK4;MAST4;MTSS1;NAMPT;PAPSS2;PARD3B;PCNX1;PGAP1;PHF10;PRKAR2B;PRKG1;RBBP7;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;SOGA1;TGFBR3;TLE1;TRIM24;UQCRFS1;ZEB2;ZFAND5;ZHX2;ZNF516;ZNF521
16	kznf__ZNF69_Imbeault2017_RP_ChIP-seq	3.53	0.131	ZNF69 (directAnnotation). 		65	4139	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;C2CD2;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DLG5;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;GALNT2;IRS2;ITPR1;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MYH9;NAMPT;NFX1;PACSIN2;PAPSS2;PARD3B;PCNX1;PGAP1;PHF10;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZNF462;ZNF516;ZNF521;ZNF536
16	metacluster_3.7	3.52	0.131	SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP2; SP2; SP2; SP2; SP3; SP3; SP3; SP4; SP4; SP4; SP4; SP4; SP4; SP5 (directAnnotation). 	E2F4; E2F7; EGR1; EGR1; KLF1; KLF1; KLF1; KLF1; KLF1; KLF1; KLF1; KLF1; KLF1; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF10; KLF12; KLF12; KLF12; KLF12; KLF12; KLF12; KLF12; KLF12; KLF12; KLF12; KLF12; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF13; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF14; KLF15; KLF15; KLF15; KLF15; KLF15; KLF15; KLF15; KLF15; KLF15; KLF15; KLF15; KLF15; KLF15; KLF15; KLF3; KLF3; KLF3; KLF3; KLF3; KLF3; KLF3; KLF3; KLF3; KLF3; KLF3; KLF3; KLF4; KLF5; KLF5; KLF5; KLF5; KLF5; KLF6; KLF6; KLF6; KLF6; KLF6; KLF6; KLF6; KLF7; KLF7; KLF7; KLF7; KLF7; KLF7; KLF8; KLF8; KLF8; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; KLF9; MAZ; MAZ; MAZ; MAZ; MAZ; MZF1; PATZ1; PATZ1; PATZ1; PATZ1; PATZ1; PATZ1; PATZ1; PATZ1; PATZ1; PATZ1; PURA; SMAD3; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP1; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP2; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP3; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP4; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP5; SP8; SP9; SP9; SP9; SP9; SP9; SREBF1; VEZF1; VEZF1; WT1; WT1; WT1; WT1; WT1; WT1; WT1; WT1; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB14; ZBTB17; ZBTB17; ZBTB17; ZBTB7B; ZGPAT; ZNF148; ZNF148; ZNF148; ZNF202; ZNF202; ZNF281; ZNF354C; ZNF740; ZNF740 (inferredBy_MotifSimilarity). E2F4; E2F4; E2F4; E2F4; E2F4; E2F4; KLF16; KLF16; KLF17; KLF17; KLF18; KLF18; KLF18; KLF2; KLF2; KLF2; KLF4; KLF4; KLF5; KLF8; SP6; SP6; SP7; SP7; SP8; SP8; ZBTB17 (inferredBy_MotifSimilarity_n_Orthology). 	64	4017	ADAMTS9;ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DLG5;DPP10;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;HNRNPC;IRS2;ITPR1;KSR1;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MFSD14B;MYH9;NAMPT;NHS;PACSIN2;PARD3B;PCNX1;PGAP1;PHF10;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCEAL9;TCF7L2;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZNF462;ZNF516;ZNF521
16	taipale_cyt_meth__ZNF460_NRMCGCCCCCCGN_eDBD_meth	3.51	0.13	ZNF460 (directAnnotation). 		63	4152	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DPP10;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;GRAMD1B;IRS2;ITPR1;LARP4B;MAN1A1;MAPK4;MAST4;MFSD14B;MYH9;NAMPT;NHS;PAPSS2;PARD3B;PCNX1;PGAP1;PHF10;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;TCEAL9;TCF7L2;TGFBR3;TLE1;TMEM120B;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF462;ZNF516;ZNF521;ZNF536
16	transfac_public__M00189	3.51	0.13	TFAP2A; TFAP2B; TFAP2C (directAnnotation). 		70	4139	ABTB2;ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DHCR24;DLG5;DPP10;DST;DUSP16;ENOSF1;EPS15;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;GRK5;IRS2;ITPR1;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MTSS1;MYH9;NAMPT;NHS;PARD3B;PCNX1;PGAP1;PHF10;POR;PRKAR2B;PRKG1;RANBP2;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TRIM24;UVRAG;ZEB2;ZFAND5;ZHX2;ZNF462;ZNF516;ZNF521;ZNF536
16	tfdimers__MD00483	3.51	0.13	ZBTB14 (directAnnotation). 	PURA (inferredBy_MotifSimilarity). 	66	3784	ADAMTS9;ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DHCR24;DIP2C;DLG5;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;GALNT2;GRK5;IRS2;KDM4B;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MTSS1;MYH9;NAMPT;NHS;PARD3B;PCNX1;PHF10;PLCG2;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF516;ZNF521;ZNF536
16	transfac_pro__M02786	3.5	0.13	PLAGL1 (inferredBy_Orthology). 		60	3889	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;COBLL1;CTNNA1;DHCR24;DPP10;DUSP16;ENOSF1;EPS15;ERGIC1;ERN1;FARP1;FILIP1L;FMNL2;FNDC3B;IRS2;ITPR1;LDLR;MAN1A1;MAPK4;MAST4;MTSS1;NAMPT;PACSIN2;PARD3B;PCNX1;PDE8A;PGAP1;PHF10;PRKAR2B;PRKG1;RANBP2;RBBP7;RBM47;RDX;SGMS1;SHC3;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SUGCT;TCF7L2;TGFBR3;TLE1;TRIM24;UQCRFS1;ZEB2;ZFAND5;ZNF516;ZNF521;ZNF536
16	transfac_pro__M07387	3.49	0.13	ZBTB7A (directAnnotation). 		64	3899	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DHCR24;DPP10;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;IRS2;ITPR1;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MYH9;NAMPT;NFX1;NHS;PACSIN2;PAPSS2;PARD3B;PCNX1;PHF10;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;TCF7L2;TGFBR3;TLE1;TRIM24;UVRAG;ZEB2;ZFAND5;ZHX2;ZNF331;ZNF462;ZNF516;ZNF521;ZNF536
16	c2h2_zfs__M0400	3.49	0.13	ZIC5 (inferredBy_Orthology). 	ZIC4 (inferredBy_MotifSimilarity). 	67	4887	ADIPOR2;ANKRD44;ATP1B3;BTBD9;C1orf21;CADPS2;CD46;CDK8;CHD1;COBLL1;CREM;CTNNA1;DHCR24;DIP2C;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;IRS2;ITPR1;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MTSS1;MYH9;NAMPT;NFX1;NHS;PARD3B;PCNX1;PGAP1;PRKAR2B;PRKG1;RANBP2;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCEAL9;TCF7L2;TGFBR3;TLE1;TRIM24;UVRAG;ZEB2;ZFAND5;ZHX2;ZNF331;ZNF462;ZNF516;ZNF521;ZNF536
16	transfac_pro__M01104	3.48	0.13	OVOL2 (directAnnotation). 		67	4139	ADIPOR2;ANKRD44;ANTXR1;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DIP2C;DPP10;DST;DUSP16;EPS15;ERGIC1;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;HNRNPC;IRS2;ITPR1;LARP4B;MAN1A1;MAPK4;MAST4;MTSS1;MYH9;NAMPT;NFX1;NHS;PACSIN2;PAPSS2;PCNX1;PHF10;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;TCEAL9;TCF7L2;TGFBR3;TLE1;UVRAG;ZEB2;ZFAND5;ZHX2;ZNF331;ZNF462;ZNF516;ZNF521;ZNF536
16	taipale_tf_pairs__TFAP2C_HES7_NNCRCGYGNNNNNNSCCNNNGGS_CAP_repr	3.47	0.13	HES7; TFAP2C (directAnnotation). 	E2F1; E2F3; HES1; HES5; HEY1; HEY2; MAX; MYCN; TFAP2B (inferredBy_MotifSimilarity). TFAP2A; TFAP2E (inferredBy_MotifSimilarity_n_Orthology). 	68	4571	ADIPOR2;ANKRD44;ANTXR1;ATP1B3;BTBD9;C1orf21;CADPS2;CDK8;CHD1;COBLL1;CREM;CTNNA1;DHCR24;DIP2C;DPP10;DUSP16;ENOSF1;EPS15;ERN1;FARP1;FILIP1L;FMNL2;FNDC3B;IRS2;LARP4B;MAN1A1;MAPK4;MAST4;MFSD14B;MTSS1;NAMPT;NHS;PAPSS2;PARD3B;PCNX1;PGAP1;PHF10;PLCG2;PRKAR2B;PRKG1;RANBP2;RBBP7;RBM47;RDX;RNF187;SEMA6A;SGK1;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SOAT1;SUGCT;TCF7L2;TGFBR3;TLE1;TRIM24;UQCRFS1;UVRAG;ZEB2;ZFAND5;ZNF331;ZNF462;ZNF516;ZNF521;ZNF536
16	metacluster_163.2	3.47	0.129	ZNF682 (directAnnotation). 	EGR2 (inferredBy_MotifSimilarity). KLF12; KLF7; KLF8; SP4 (inferredBy_MotifSimilarity_n_Orthology). 	56	3326	ADIPOR2;ANKRD44;ATP1B3;BTBD9;C1orf21;CADPS2;CD55;CDK8;CHD1;COBLL1;CREM;CTNNA1;DPP10;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;HNRNPC;IRS2;LARP4B;MAN1A1;MAP3K5;MAPK4;NAMPT;NHS;PACSIN2;PARD3B;PCNX1;PGAP1;PHF10;PRKAR2B;PRKG1;RANBP2;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCF7L2;TGFBR3;TLE1;TRIM24;UVRAG;ZEB2;ZFAND5;ZNF516;ZNF521
16	transfac_pro__M08905	3.46	0.129	KLF10 (directAnnotation). 		62	3889	ADAMTS9;ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;COBLL1;CREM;CTNNA1;DPP10;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;IRS2;ITPR1;LARP4B;MAN1A1;MAPK4;MAST4;MYH9;NAMPT;NHS;PAPSS2;PARD3B;PCNX1;PGAP1;PHF10;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;RNF187;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCEAL9;TCF7L2;TGFBR3;TLE1;ZEB2;ZFAND5;ZHX2;ZNF331;ZNF462;ZNF516;ZNF521;ZNF536
16	transfac_pro__M01253	3.45	0.129	CNOT3 (directAnnotation). 		77	4919	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;C2CD2;CADPS2;CD46;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DHCR24;DIP2C;DLG5;DPP10;DST;DUSP16;ENOSF1;EPS15;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;GALNT2;GRK5;IRS2;KDM4B;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MTSS1;MYH9;NAMPT;NHS;NKAIN1;PACSIN2;PARD3B;PCNX1;PDE8A;PHF10;PLCG2;POR;PRKAR2B;PRKG1;RANBP2;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;SOGA1;TCF7L2;TGFBR3;TLE1;TRIM24;UQCRFS1;VAV2;ZEB2;ZFAND5;ZHX2;ZNF516;ZNF521;ZNF536
16	transfac_pro__M00803	3.45	0.129	E2F1; E2F3; E2F4; TFDP1 (directAnnotation). 		61	3160	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;C1orf21;CADPS2;CDK8;CHD1;CMIP;CREM;CTNNA1;DHCR24;DIP2C;DLG5;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;GRK5;IRS2;KDM4B;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MTSS1;MYH9;NAMPT;NHS;PACSIN2;PARD3B;PCNX1;PHF10;PRKAR2B;PRKG1;RANBP2;RBBP7;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TGFBR3;TLE1;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF516;ZNF521;ZNF536
16	metacluster_126.7	3.44	0.129	CTCF; ZFY; ZSCAN30 (directAnnotation). 	CTCFL; ZFX; ZNF19 (inferredBy_MotifSimilarity). 	56	3240	ADIPOR2;ANKRD44;ATP1B3;BTBD9;C1orf21;CADPS2;CDK8;CHD1;COBLL1;CREM;DHCR24;DIP2C;DPP10;DUSP16;ENOSF1;EPS15;ERN1;FARP1;FMNL2;FNDC3B;IRS2;ITPR1;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;NAMPT;NHS;PARD3B;PCNX1;PGAP1;PHF10;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;TCF7L2;TGFBR3;TLE1;ZEB2;ZFAND5;ZHX2;ZNF331;ZNF462;ZNF516;ZNF521
16	tfdimers__MD00443	3.44	0.129	SREBF2; WT1 (directAnnotation). 	CHURC1; EP300; HIC1; KLF4; MAZ; MTF1; MZF1; OVOL2; PATZ1; PAX4; PURA; RARA; RARB; RARG; RXRA; RXRB; RXRG; SP1; SP2; SP3; SP4; SREBF1; TCF7L1; THRA; THRB; VEZF1; YY1; ZBTB14; ZNF148; ZNF202; ZNF354C; ZNF398; ZNF740 (inferredBy_MotifSimilarity). SP5 (inferredBy_MotifSimilarity_n_Orthology). 	66	4571	ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;COBLL1;CREM;CTNNA1;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;GRAMD1B;IRS2;ITPR1;LARP4B;LDLR;MAN1A1;MAP3K5;MAPK4;MAST4;MYH9;NAMPT;NHS;PACSIN2;PARD3B;PCNX1;PGAP1;PHF10;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCEAL9;TCF7L2;TGFBR3;TLE1;TNXB;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF331;ZNF462;ZNF516;ZNF521;ZNF536
16	transfac_pro__M07344	3.44	0.129	ZIC1 (directAnnotation). 		69	4536	ADAMTS9;ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DLK1;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;FOXK1;GRAMD1B;HNRNPC;IRS2;ITPR1;LARP4B;MAN1A1;MAP3K5;MAPK4;MYH9;NAMPT;NFX1;NHS;PACSIN2;PCNX1;PGAP1;PHF10;PLCG2;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TBX3;TCF7L2;TGFBR3;TLE1;TNXB;TRIM24;ZEB2;ZFAND5;ZHX2;ZNF331;ZNF462;ZNF516;ZNF521;ZNF536
16	metacluster_3.11	3.43	0.129	SP1; SP1; SP2; SP3; SP3; SP4 (directAnnotation). 	EGR1; EGR1; KLF1; KLF1; KLF1; KLF10; KLF10; KLF10; KLF10; KLF10; KLF12; KLF12; KLF12; KLF12; KLF12; KLF13; KLF13; KLF13; KLF13; KLF13; KLF14; KLF14; KLF14; KLF14; KLF14; KLF15; KLF15; KLF15; KLF15; KLF15; KLF3; KLF3; KLF3; KLF3; KLF3; KLF5; KLF6; KLF6; KLF6; KLF6; KLF7; KLF7; KLF7; KLF9; KLF9; KLF9; KLF9; KLF9; MAZ; SP1; SP1; SP1; SP2; SP2; SP2; SP2; SP3; SP3; SP3; SP4; SP4; SP4; SP4; SP5; SP5; SP5; SP9; WT1 (inferredBy_MotifSimilarity). KLF18; KLF18; KLF2; KLF2; KLF5; KLF5 (inferredBy_MotifSimilarity_n_Orthology). 	69	4442	ADAMTS9;ADIPOR2;ANKRD44;ATP1B3;ATP2A2;BTBD9;C1orf21;CADPS2;CDK8;CHD1;CMIP;COBLL1;CREM;CTNNA1;DIP2C;DLG5;DPP10;DST;DUSP16;EPS15;ERN1;FARP1;FMNL2;FNDC3B;HNRNPC;IRS2;ITPR1;KCNQ1;KDM4B;LARP4B;MAN1A1;MAP3K5;MAPK4;MAST4;MFSD14B;MYH9;NAMPT;NFX1;NHS;PACSIN2;PARD3B;PCNX1;PGAP1;PHF10;PRKAR2B;PRKG1;RBBP7;RBM47;RDX;SEMA6A;SGMS1;SIK2;SLC16A10;SLC16A9;SLC23A2;SMAD2;SMURF1;SOAT1;TCEAL9;TCF7L2;TGFBR3;TLE1;TRIM24;UVRAG;ZEB2;ZFAND5;ZNF462;ZNF516;ZNF521
